video_id,title,publish_date,year,month,title_length
SkViUbosnD4,Learn English with DISNEY Movies | A BUG&#39;S LIFE,2022-05-14 14:00:12+00:00,2022,5,51
yXbe-NaFgec,Learn English with Johnny Depp LAWSUIT CASE #Shorts,2022-05-08 14:00:24+00:00,2022,5,51
OZGYHU7DF9M,Learn English with DAVID BOWIE,2022-04-30 14:00:10+00:00,2022,4,30
YbFGtdxbkZY,Learn English with the Kardashians #Shorts,2022-04-24 14:00:13+00:00,2022,4,42
2li3fhbUnXI,Learn English with PEAKY BLINDERS | English for Negotiations,2022-04-12 14:00:02+00:00,2022,4,60
rWZ48zPN6Po,5 Ways to Improve Your English with Anitta,2022-04-07 14:00:19+00:00,2022,4,42
lHE4RysZgR0,4 Things You Can Learn from Will Smith in Offensive Situations,2022-04-02 14:00:13+00:00,2022,4,62
IWTWtFRYMxg,Learn English with Bridgerton #Shorts,2022-04-01 14:56:38+00:00,2022,4,37
3W2gRl5UIDY,Learn English with UNCHARTED | New Movie with Tom Holland,2022-03-31 14:00:08+00:00,2022,3,57
YDTw1qL0wDw,Learn English with Disney Movies | BIG HERO 6,2022-03-24 15:00:11+00:00,2022,3,45
vV_onVQFJt8,She Moved from UKRAINE to AMERICA | Learn English with MILA KUNIS,2022-03-22 15:00:12+00:00,2022,3,65
q3UH86tOuDI,Learn English with Disney | FINDING DORY,2022-03-17 15:00:10+00:00,2022,3,40
tdn81jlykww,Learn English with The FATE OF THE FURIOUS | Vin Diesel &amp; Charlize Theron,2022-03-12 15:00:13+00:00,2022,3,77
on4SqK6EKTo,5 Ways to Improve your English with Sofia Vergara (Modern Family),2022-03-05 15:00:34+00:00,2022,3,65
67b2RzwCqsI,Learn English with MOVIES | Along Came Polly with JENNIFER ANISTON &amp; BEN STILLER,2022-02-24 15:00:53+00:00,2022,2,84
jwZROb1dOcg,Learn English With Angelina Jolie | SALT,2022-02-10 15:00:09+00:00,2022,2,40
urxzhnYYPm8,Learn English With The Witcher,2022-02-08 15:00:12+00:00,2022,2,30
NZzNSIrMZs0,TOP 10 GAMES for LEARNING ENGLISH,2022-02-05 15:00:36+00:00,2022,2,33
RQuL3lsuarQ,Learn English with THIS IS US,2022-01-29 15:00:10+00:00,2022,1,29
RjQJRRU8ZFU,Learn English with Real-Life Conversation About ANIMES | With Ruri Ohama,2022-01-25 15:00:10+00:00,2022,1,72
mNCS4_wqaPY,Learn English with DON&#39;T LOOK UP | Leo DiCaprio &amp; Jennifer Lawrence,2022-01-22 15:00:12+00:00,2022,1,75
JDYksdXAOOU,5 Surprising Things About Life in Australia (According to a Brit),2022-01-04 15:00:13+00:00,2022,1,65
3MRsTNAnIJs,Learn English for Business with WILL SMITH | The Pursuit of Happyness,2021-12-25 15:00:01+00:00,2021,12,69
3GCmsMI5iAY,"Learn English with Movies | HOUSE OF GUCCI (Lady Gaga, Al Pacino, Jared Leto, Salma Hayek)",2021-12-09 15:00:12+00:00,2021,12,90
FTHpPLghxFs,Learn English with Encanto,2021-12-07 15:00:09+00:00,2021,12,26
xR7qcezLcXI,"Learn English with News | BBC, ABC News, and others",2021-12-04 15:00:11+00:00,2021,12,51
TKhUn8aLDQ8,Learn English with Alice in Wonderland | Advanced Lesson,2021-11-30 15:00:09+00:00,2021,11,56
OT1BSBQtEvc,Learn English with ADELE,2021-11-23 15:00:10+00:00,2021,11,24
FtTGhVnjReY,Learn English With Zootopia,2021-11-20 14:00:09+00:00,2021,11,27
KvAmSAKhRoo,What Are Homophones? | Confusing Words in English #shorts,2021-11-12 19:46:31+00:00,2021,11,57
wc3rY_2YQkM,Business English Vocabulary and Expressions | Interview with Gabriel Wyner,2021-11-11 15:00:14+00:00,2021,11,74
L2ylZyu0j7g,Are You Scared To Speak English with Natives? | Learn English with Natasha Broodie,2021-11-04 15:00:14+00:00,2021,11,82
wPrgNy76s7g,Learn English With NETFLIX Series — Sex Education,2021-10-23 14:00:18+00:00,2021,10,49
d1tXWT3lN4c,You Will Not Believe This Place is in the USA | Learn ENGLISH with RealLife Conversation,2021-10-21 14:00:12+00:00,2021,10,88
4rX4sH8PMFc,Learn English with TV Series | Anne with an E,2021-10-19 14:00:12+00:00,2021,10,45
pz3xKZiVYXs,Test Your English Skills | #Shorts,2021-10-15 20:17:50+00:00,2021,10,34
srFHh4UiO7U,WHY do you feel like a DIFFERENT person when speaking another language,2021-10-07 14:00:12+00:00,2021,10,70
wDZ2SGKNIp0,What&#39;s the Best Book for English Learners? | RealLife English CEO Justin Murray,2021-09-11 14:00:21+00:00,2021,9,83
MKv55DyDk0Y,Can I Speak Perfect English? | Learn English with Lindsay from All Ears,2021-09-04 14:00:16+00:00,2021,9,71
Ql17ws1pmiQ,Learn English with DISNEY Movies | HERCULES,2021-08-24 14:00:13+00:00,2021,8,43
wdh9y2TkIns,Learn English with BLACK WIDOW | Scarlett Johansson,2021-08-21 14:01:00+00:00,2021,8,51
rp11KpaLA9A,Being Bored is Good! Here&#39;s Why.,2021-08-05 14:00:12+00:00,2021,8,36
7Ck3q5GaF5M,10 Great TV Series To Learn English,2021-08-03 14:00:12+00:00,2021,8,35
mVJPC4Zd9PY,Learn ENGLISH with SEX/LIFE | Netflix Series,2021-07-31 14:00:29+00:00,2021,7,44
atySD7QuIqI,Learn English with LILO &amp; STITCH,2021-07-27 14:00:12+00:00,2021,7,36
wHLHsFisgWg,Learn How to Talk About COOKING in ENGLISH | Cooking Challenge,2021-07-13 14:00:13+00:00,2021,7,62
rz478f17kn0,Learn English with Elon Musk | How Much will a Ticket to Mars cost? [Advanced Lesson],2021-07-03 14:00:19+00:00,2021,7,85
ufCndfbsfpw,Learn English With High School Musical,2021-06-26 14:00:18+00:00,2021,6,38
67E6Dl6LaW4,Learn English With Disney Movies | Cruella,2021-06-17 14:00:13+00:00,2021,6,42
g82BjCFBH-8,Learn English with Linkin Park | Advanced Lesson,2021-06-15 14:00:13+00:00,2021,6,48
dcCn9a8TC_I,"Learn English with PULP FICTION | John Travolta, Samuel L. Jackson &amp; Uma Thurman",2021-06-12 14:00:15+00:00,2021,6,84
KEWge76EHpA,Learn English With Family Guy,2021-06-05 14:00:07+00:00,2021,6,29
K7n_D9FbD2k,Learn English with The Good Doctor [Advanced Lesson],2021-06-03 14:00:14+00:00,2021,6,52
IYsurU_B4Qo,Learn English with Wall-E | RealLife Conversation,2021-05-29 14:00:06+00:00,2021,5,49
4Pu-xXFfkro,Learn English With Disney Movies | BRAVE,2021-05-27 14:00:14+00:00,2021,5,40
ICVQ6wfZr3c,Learn English with Pirates of the Caribbean 2 | Jack Sparrow vs Davy Jones,2021-05-25 14:00:16+00:00,2021,5,74
LlTP-I9o3PA,Learn English with HUGH JACKMAN [Advanced Lesson],2021-05-18 14:00:18+00:00,2021,5,49
jslJbssyfUQ,Learn English with British TV and Movies | Understand POSH British English,2021-05-13 14:00:15+00:00,2021,5,74
r97i8J7U6XI,Learn English with Michelle Obama,2021-05-04 14:00:15+00:00,2021,5,33
L5EW4uRl_ps,Understand THIS Confusing English Reduction | &quot;Did You Say HIM or THEM?&quot;,2021-04-29 14:00:18+00:00,2021,4,82
cHWHY-JpAHw,Learn English With Disney | Cinderella,2021-04-17 14:00:10+00:00,2021,4,38
WU0W0S5ILHY,Learn English with Disney | RAYA and the Last Dragon,2021-04-10 14:00:18+00:00,2021,4,52
3kcpvIRbSnA,Learn English With Shawn Mendes,2021-04-03 14:00:04+00:00,2021,4,31
4axG_GhsP7Y,How to Pronounce &quot;Ed&quot; | Fix This Common Mistake in 15 Minutes,2021-04-01 14:00:11+00:00,2021,4,71
Bft__01hqsQ,Learn English With Cobra Kai,2021-03-30 14:00:15+00:00,2021,3,28
ys0SYYPLVOg,Learn English With Lana Del Rey,2021-03-27 15:00:16+00:00,2021,3,31
RlcSm5jf89o,MODERN FAMILY in Australia | Funny English Lesson,2021-03-23 15:00:18+00:00,2021,3,49
y8RrDy0v8zs,Learn English with Disney+ | WandaVision,2021-03-20 15:00:16+00:00,2021,3,40
S0SJiGPUkBk,Learn English with HOW TO TRAIN YOUR DRAGON | Vikings and Dragons,2021-03-16 15:00:18+00:00,2021,3,65
J135Qy4TVfQ,How to Learn English with Songs | Speak Clearly and Confidently,2021-03-04 15:00:15+00:00,2021,3,63
u53Seni_i8U,BLACKPINK | Learn English With Songs,2021-02-27 15:00:11+00:00,2021,2,36
viuGjQKO0cY,Learn English With Books: The Hunger Games,2021-02-25 15:00:12+00:00,2021,2,42
lEuqXNfn90Y,Learn English with Robert Downey Jr. | How He Got his Role for Iron Man,2021-02-23 15:00:15+00:00,2021,2,71
uW-I9SFuU1A,Learn English With Bridgerton | English for Romance,2021-02-16 15:00:13+00:00,2021,2,51
xZIh2so3-AU,Learn English with Ratatouille | Describing an Extraordinary Dish,2021-02-06 15:00:10+00:00,2021,2,65
E7mbFm3NAp0,Learn English with The Queen&#39;s Gambit,2021-01-16 15:00:11+00:00,2021,1,41
y6mK4ugKCac,"Learn English With Sia | Elastic Heart, Courage to Change and more!",2021-01-12 15:00:11+00:00,2021,1,67
IjEax-B7lrg,Science Bitch! Learn English with Breaking Bad (4 meanings of word &quot;bitch&quot;),2021-01-05 15:00:09+00:00,2021,1,85
wOx50owZLyA,Speak English Like A Native | Discourse Markers and Why They’re So Important,2020-12-31 15:00:12+00:00,2020,12,76
EQ9RFbIHrFw,Learn English With Disney Movies | Coco [Advanced Lesson],2020-12-05 15:00:09+00:00,2020,12,57
xsUEm_faz_w,The 10 Best Netflix Series to Learn English,2020-12-03 15:00:14+00:00,2020,12,43
DiBxjkkGb5o,"Learn English with Imagine Dragons | Radioactive, Thunder, Believer and Demons!",2020-11-17 15:00:10+00:00,2020,11,79
nCf2qbVQ4Y4,Speak English Like Jennifer Lawrence | The Southern Accent [Advanced Lesson],2020-11-14 15:00:10+00:00,2020,11,76
CUNSSG0cW6o,Learn English with News | The US Election and How Joe Biden Won!,2020-11-12 15:15:00+00:00,2020,11,64
PL7niJMDu5w,Improve Your English with Disney Movies | Frozen 2,2020-11-07 15:00:09+00:00,2020,11,50
tCrpvHJ52T0,Learn English With Chris Evans | Captain America,2020-10-27 15:00:18+00:00,2020,10,48
Q5wMunSQHK4,DO NOT Say &#39;Really&#39; - Use These Advanced English Words Instead!,2020-10-20 14:00:11+00:00,2020,10,71
aRbaIHNttv4,Don&#39;t Be Rude At Work - Learn English with The Devil Wears Prada,2020-10-13 14:00:11+00:00,2020,10,68
ipwj4ZAq9BU,Learn English with Trump and Biden | The Presidential Debate,2020-10-10 14:00:11+00:00,2020,10,60
cj0_XhE_qxE,Learn English With Disney Movies | Mulan,2020-10-08 14:00:08+00:00,2020,10,40
d3M3dMst2jw,Learn English with Books: Harry Potter | Improve Your Reading Skills,2020-10-01 14:00:11+00:00,2020,10,68
2MlWEVKMD_M,Learn English With Disney Movies | Moana,2020-09-26 14:00:09+00:00,2020,9,40
BrWkotDAvfg,How to Sound Romantic in English | Learn English With Adam Sandler &amp; Drew Barrymore,2020-09-22 14:00:09+00:00,2020,9,87
Wv0_rOzy48c,Learn College Vocabulary Words with Legally Blonde,2020-09-19 14:00:07+00:00,2020,9,50
A_zhjxLLA08,How to Speak English Like a Native with Beyoncé,2020-09-17 14:00:11+00:00,2020,9,47
SNvjZZneE6k,Learn English with Avatar: The Last Airbender,2020-09-15 14:00:09+00:00,2020,9,45
XptIfkMNsRY,How Cristiano Ronaldo Transformed His English,2020-09-12 14:00:07+00:00,2020,9,45
SkRaA1b73N4,Learn English With Lost | 15 Advanced Words and Expressions,2020-09-08 14:00:11+00:00,2020,9,59
TzizA5rjM_Y,How To Have A Native Accent: 4 Tips with Dev Patel,2020-09-01 14:00:11+00:00,2020,9,50
mJHR-D3GQ0Q,Learn 7 Advanced Phrasal Verbs with Doctor Strange,2020-08-29 14:00:10+00:00,2020,8,50
GdD065F54ko,5 Real British Accents You Need to Understand,2020-08-27 14:00:12+00:00,2020,8,45
LPA52CoT44w,Learn English With UP,2020-08-25 14:00:10+00:00,2020,8,21
XGB0HwpOsgg,Is My Accent Bad? | Learn English with Deepika Padukone,2020-08-20 14:00:10+00:00,2020,8,55
Xr2px4Zmdtg,Real Life English Conversation with Neymar Jr. and Will Smith,2020-08-18 14:00:11+00:00,2020,8,61
G_p1Qky4-Dc,How To Speak English Like Harry Styles,2020-08-11 14:00:13+00:00,2020,8,38
d6Z7PqZMnnk,Learn Survival English with The Walking Dead,2020-08-01 14:00:06+00:00,2020,8,44
xpt3bJEjc-A,Learn 15 Advanced English Words and Slang with JENNIFER LOPEZ Hit Songs,2020-07-23 14:00:11+00:00,2020,7,71
NKLyCK0zySA,Improve your British Accent | 5 times American TV Got the British Accent WRONG!,2020-07-18 14:00:10+00:00,2020,7,79
Dp1I_iFRRVA,Learn English With Inside Out | How to Speak About Emotions in English,2020-07-09 14:00:10+00:00,2020,7,70
vVZYHrvih4A,Learn English With Movies | Jurassic Park,2020-07-07 14:00:10+00:00,2020,7,41
edvu5y-phhY,Learn English Through Movies | Mean Girls,2020-06-23 14:00:10+00:00,2020,6,41
fwrD70WeSzs,10 Great Songs For English Fluency &amp; How to Learn with Music,2020-06-18 14:00:11+00:00,2020,6,64
gj9SQk-rlkQ,Learn English with Eminem | How to Rap in English [Funny Lesson],2020-06-16 14:00:12+00:00,2020,6,64
ZYKaNpUvpOM,The 5 Surprising Reasons Shakira Speaks Fluent English,2020-06-13 14:00:11+00:00,2020,6,54
RjNka8csfYU,Learn English With Ice Age,2020-06-09 14:00:12+00:00,2020,6,26
VAAOTyfO-Oo,Learn English with Songs | RAIN ON ME by Lady Gaga &amp; Ariana Grande,2020-05-30 14:00:09+00:00,2020,5,70
-aUIiirSTJ8,Learn English With Back To The Future [Advanced Lesson],2020-05-26 14:00:11+00:00,2020,5,55
V1mhdFpsYFA,10 Great MOVIES To Learn English,2020-05-21 14:00:10+00:00,2020,5,32
4jdgfGcMRG8,DO NOT SAY &quot;Good&quot; – Say This Instead | 50 Native English Alternatives,2020-05-16 14:00:11+00:00,2020,5,79
A8h35t_VYQA,Learn English with The Office,2020-05-14 14:00:09+00:00,2020,5,29
SAY6Mptrj5s,Learn English with Kung Fu Panda [Intermediate Lesson],2020-04-25 14:00:13+00:00,2020,4,54
TswCNV6meYM,Learn English with Finding Nemo,2020-04-18 14:00:12+00:00,2020,4,31
3xCQrnTYmzY,Learn English with Disney Movies | The Incredibles,2020-04-09 14:00:12+00:00,2020,4,50
fRseMUZ2NOM,Learn English Through Movies | AVATAR,2020-03-26 15:00:21+00:00,2020,3,37
xV-GT84xzE8,Learn English for the Supermarket with Modern Family,2020-03-24 15:00:12+00:00,2020,3,52
k9MTueetF38,Learn English with Movies | Spider-Man [Advanced Lesson],2020-03-14 15:00:11+00:00,2020,3,56
8cjTEJseLUk,Learn English with Jim Carrey | Sonic the Hedgehog,2020-03-10 15:00:12+00:00,2020,3,50
bUpTiOgMJu4,Learn English with Songs | Taylor Swift - Lover,2020-03-07 15:00:12+00:00,2020,3,47
2EhiOgkklY0,Learn English with Billie Eilish | &quot;No Time To Die&quot;,2020-02-29 15:00:11+00:00,2020,2,61
WsdwmoQcjiw,Learn English with Avengers: Endgame,2020-02-27 15:00:13+00:00,2020,2,36
rSL2yqFxmfg,Learn English with Brooklyn 99 [Intermediate Level],2020-02-25 15:00:12+00:00,2020,2,51
wqOlUOkiFbs,Learn English with Johnny Depp,2020-02-22 15:00:10+00:00,2020,2,30
qSBNioIIQi4,Learn English with Lucy | Scarlett Johansson Movie [Advanced Lesson],2020-02-18 19:00:11+00:00,2020,2,68
Cd2pxyKaKUM,Learn English With Movies | Kill Bill [Advanced Lesson],2020-02-13 15:01:08+00:00,2020,2,55
k0yt9EVeA-4,Learn English with Kobe Bryant | &quot;Dear Basketball&quot; [Inspiring],2020-02-01 15:00:11+00:00,2020,2,72
QaP6nhNyHb0,Learn English with Movies | Leonardo DiCaprio - “Wolf of Wall Street”,2020-01-25 15:00:10+00:00,2020,1,69
JxWEAP0aAJQ,Learn English with SpongeBob SquarePants,2020-01-23 15:00:13+00:00,2020,1,40
dsN6FiF9ncI,Learn English with Jennifer Aniston | The Morning Show [Advanced Lesson],2020-01-18 15:00:10+00:00,2020,1,72
xQI0Kqu7x4o,Learn English with Movies | FIFTY SHADES OF GREY,2020-01-16 15:00:09+00:00,2020,1,48
MtTDYMhU-qA,Learn English With Breaking Bad | Walter Meets Tuco,2019-12-31 15:00:10+00:00,2019,12,51
CYkM3zOmjUE,Learn English With Ariana Grande,2019-12-06 15:00:09+00:00,2019,12,32
soZc03vH_qQ,Learn English With Rap Songs | Eminem,2019-11-26 15:00:12+00:00,2019,11,37
-hWE1DbQ43s,Learn English With Iron Man,2019-11-19 15:00:11+00:00,2019,11,27
fQwqes1cQ8E,Learn English With President Trump &amp; Obama | Funny English Lesson,2019-11-12 15:00:10+00:00,2019,11,69
zMuPfKkAcmI,How to Speak English Like a Native (featuring PewDiePie),2019-11-08 15:00:11+00:00,2019,11,56
aTYNX1pjwwk,Learn English with Beauty And The Beast &amp; Emma Watson,2019-10-22 14:00:12+00:00,2019,10,57
UUAENx1NANg,Learn English with Pirates Of The Caribbean,2019-10-11 14:00:10+00:00,2019,10,43
5i8s5XMzEoA,Learn English With Dragon Ball Z,2019-08-20 14:00:00+00:00,2019,8,32
OyNA4FA47do,Learn English With Avengers,2019-08-02 14:00:04+00:00,2019,8,27
Xmgohhgb3pA,Learn English With Movies | Leonardo DiCaprio &amp; Brad Pitt - &quot;Once Upon A Time In Hollywood&quot;,2019-07-26 14:00:06+00:00,2019,7,105
HgB2UHli0fU,Learn English With The Lion King,2019-07-16 14:00:05+00:00,2019,7,32
YR1n_jid024,Learn English With Movies | &quot;Men In Black&quot; with Will Smith &amp; Chris Hemsworth,2019-06-21 14:58:28+00:00,2019,6,90
HlJrKFgswkk,Learn English with Everybody Hates Chris | &quot;The Number One Rule&quot;,2019-06-11 14:00:02+00:00,2019,6,74
QCWoDO07TRM,Learn British English with Sherlock | Sherlock and Watson&#39;s First Meeting,2019-05-10 14:00:02+00:00,2019,5,77
pKoH9GkEKxQ,Learn English with Movies | Will Smith - The Pursuit of Happyness,2019-03-22 14:00:17+00:00,2019,3,65
a79pawTkIx8,20+ Everyday Native English Phrases with Modern Family,2019-02-22 14:00:00+00:00,2019,2,54
HLBxx-rejmE,English For Making Friends | How I Met Your Mother,2019-01-25 13:00:05+00:00,2019,1,50
J1aP9Ykl8MM,Learn English with Modern Family - The Restaurant,2018-10-19 14:00:04+00:00,2018,10,49
fGeOrvKbIgU,Speak English Like An American | Modern Family - Gloria Sings,2018-07-06 15:00:08+00:00,2018,7,61
MbTOCvm2-OE,Learn American English with Breaking Bad,2018-06-29 15:00:03+00:00,2018,6,40
HmRGyc9Ohfg,Learn English Through Movies | Star Wars: A New Hope,2018-04-19 08:07:35+00:00,2018,4,52
b8XK8K1jjrg,Big Bang English Lesson: Howard Steals Sheldon&#39;s Spot,2017-10-12 13:59:48+00:00,2017,10,57
